문서 번호,제목,질문,위치 고유번호,조회수,질문 날짜
477798188,질문술집~~~,화곡역에 이자카야 술집 단술 없어졋나요 자세히좀 알려주세요 내공 체택드리겟습니다,120118, 12,2024.11.12
477725350,질문가양역 -> 인천공항2터미널 교통비,가양역에서 인천공항2터미널까지 출퇴근 예정인데 가장 저렴한 교통카드가 뭐가있을까요 ?? 정기권? 기후동행카드? k-패스? 고민입니다. 집이 서울이라 서울에서도 자주 놀러 다니구 따릉이도 자주 이용해요.,120118, 54,2024.11.10
477660661,질문식당이름 알려주세요ㅜㅜ,여기 어디식당인지 알 수 잇을까용ㅜㅜ,120118, 24,2024.11.09
477649748,질문강서구 염창동 초6 여자축구!!!,강서구 염창동 주변으로 초등6학년 여자아이 축구에진심인데 다닐수있는 센터가 없는거같아요~ 괜찬은곳 있음 추천 부탁드립니다~~^^,120118, 18,2024.11.08
477607835,질문강서구 마곡동 놀거리 장소 있나요?,강서구 마곡동 놀거리 있나요??(참고로 청소년입니다),120118, 54,2024.11.07
477504250,질문누군가를 방화하는 꿈 해몽이 뭘까요?,제가 집 주변에 있는 편의점에 있었습니다. 담배같은 작은 불씨가 있는 쓰레기를 편의점 앞 나무 쪽에 버렸는데 그 불이 엄청 커지면서 옆에 있던 사람에게 불이 옮겨 불타서 죽었습니다. 이상하게도 그 사람만 불에 타고 주변의 다른 사물들은 타지 않았습니다. 게다가 그 사람이 제가 아는 사람이었구요.. 저는 그 자리에서 그 사람의 가족에게 전화를 해서 자초지종을 다 설명하였습니다. 그랬더니 저에게 책임을 물게 하진 않으셨습니다. 그 이후로 뉴스에도 유튜브에도 이 사건이 나왔지만 저의 신원은 특정할 수 없었다는 게 꿈의 내용입니다. 너무 찜찜하네요! 이 꿈에는 무슨 뜻이 있을까요??,120118, 29,2024.11.05
477456026,질문무인 성인용픔,강서 양천 무인성인용픔점 어디 있나요,120118, 35,2024.11.04
477434212,질문강서구에 mri 바로 찍을 수 있는 곳,Mri찍고 의사판독까지 하루안에 가능한곳 좀 알려주세요 강서구 인근 지역도 괜찮습니다,120118, 36,2024.11.03
477402395,질문바디채널등촌역점 공용 짐 보관소가 있나요?,유료락커룸 말고 무료로 보관 가능한 공간이 있나요? 탈의실 내부에 락커가 있긴한데 무료개방인지 모르겠어서요,120118, 27,2024.11.02
477368998,질문라이크뮤직실용음악학원 피아노,화곡역에 있는 라이크뮤직실용음악학원 피아노 잘 가르쳐 주나요?? 그냥 취미반으로 갈려고하는데 잘 가르쳐주는지 해서요 혹시 가격도 아시면 알려주세요 그리고 그냥 제가 하고 싶은 곡 치고 싶어서 다니는거라 제가 하고싶은곡만 할 수 있는건가요?? 피아노 수준은 체르니 30 까지는 했습니다,120118, 23,2024.11.01
477347001,질문마곡에 있는 보타닉웨딩 뷔페가 얼마나 하나요?,부주할 때 참고하려구요.,120118, 29,2024.11.01
477263729,질문혹시 돈 없는데 현충원에서 화곡까지 어떻게가요?,제가 지금 학교에서 현충원 비석닦고 집을 가야하는데 티머니도 없고 돈도 없어서 집을 못가요. 엄마가 언제까지 티머니 주냐고 엄마한테도 말 못하고요. 선생님들도 다 떠나셨어요. 전 어떻해요?,120118, 32,2024.10.30
477224705,질문서울 가양동 살기 괸찬은가요?,신혼집을 가양역쪽으로 구햇는데요 살기 괸찬은가요? 외국인 없고 조용하나요?,120118, 38,2024.10.29
477190004,질문강서구 한서고등학교 질문,화장이나 두발규정 뭐 하면 안되는것들 다 알려주셍영,120118, 29,2024.10.28
477170871,질문강서구로 이사가는 예비고1 수명고 vs 등촌고,2025년도에 강서구 고등학교에 입학하게 되는데요 이쪽 동네 아무도 모르고 분위기도 잘 몰라서 그런데 전반적으로 수명고등학교랑 등촌고등학교랑 어디가 더 좋나요 재학생분들이나 잘 아시는분이 답변해주시면 감사하겟슺니다 내신 더 쉽게 딸수 있는곳이 어딘가요? 영어는 3월 모의고사 풀엇을때 80후반에서 90초반 나오고 학교 시험은 거의 항상 백점이거 국어는 중학교에선 90~100점 과학 사회는 중학교에서 학원안다니고 공부했을때 90대 초반이엇어요 근데 수학은 그냥 보통입니다 학원도 추천해주시면 감사하겟슺니다ㅜㅜㅜ 이사가는 동네는 화곡동이에여,120118, 141,2024.10.28
477116036,질문강서구 자취,전역하면 강서구 등촌동 에서자취하게되는데요 강서구 자취 하기 괜찮나요?,120118, 43,2024.10.26
476950925,질문회식장소 찾습니다.,강서구영등포구구로구양천구금천구동작구관악구 에 위치한 식당중 100명이 식사가능하고 요즘 이벤트 하는곳이 많은데 소주 2000원 행사하는곳 알려주세요 1.100명 단체가능 2.소주 2000원,120118, 21,2024.10.22
476910620,질문발산역 근처 등촌동 헬스장 추천 해주세요~ PT도 잘,60대 어머니 PT 시키고 싶은데 등촌3단지 근처 헬스장 추천해주세요.,120118, 41,2024.10.21
476858445,질문여고 어떤가요? 장단점 알려주세요,저 곧 전주로 이사가는 데 여고 갈 예정이여서 여고 장단점 궁금합니다! 많이많이 적어주세요,120118, 33,2024.10.20
476810427,질문까치산 ↔ 화곡 터널은 전기자전거로는 도로타면 안되나요,안돼나요? 원래 자전거가 도로에서도 타잖아요. 거기가 자전거도로도 없는데 차는 좀 빨리가는거같고 거기를 지나다녀야 하거든요 터널에선 전기자전거타면 안돼나요,120118, 37,2024.10.19
476739918,질문마곡 코엑스에 별마당 도서관...,안녕하세요. 직딩남입니다. 단도 직입적으로 마곡 코엑스에 별마당 도서관 생기나요? 좋은 답변 부탁드려요로요로요로요로,120118, 27,2024.10.17
476521473,질문강서구 화곡동 시간제 알바없나요?,새벽에하는5시간짜리알바 구해요 일을해하는데 지금 1톤탑차로. 배달하거든요 그런데너무힘들어서 집주위로와서 차 안막히는시간데에 알바하고싶어요 도와주세요. 나이는 59세입니다 오후1시까지는 일할수있어요~~,120118, 35,2024.10.16
476582155,질문화곡동 로얄짬뽕 근황,옛날에 화곡동에 있는 로얄짬뽕집을 아주 잘 갔었는데 다른지역으로 이사 후 몇년동안 못 갔었는데 가게가 없어졌더라고요 혹시 이사를 했거나 다른곳에서 하고 있다면 위치 알려주세요 ㅠㅠ 또 가고 싶어요 … 전라도여도 갑니다 ㅠㅠ,120118, 33,2024.10.15
476544760,질문학생수 많은 화곡동 남녀공학 일반고,중3여자 화곡동으로 이사가는데 화곡동이나 화곡동이랑 가까운 학생수 많은 남녀공학 일반고 좀 알려주세요… 찾아봤는데 거의 다 남고여고특성화고내ㅣㅔ요 ㅜㅜ 그리고 화곡동 학교 분위기 다 어떤가요,120118, 48,2024.10.14
476613000,질문마곡 인근에 수액 잘 놓는 병원 있나요?,애기가 아파서 자주 수액을 맞는데 마곡으로 이사를 온 지 얼마 안돼서 병원 정보가 너무 없네요. 뻔한 영양제 놔주는 곳들 말고 태반주사 등 좋은 성분들 제대로 처방해주시는 병원 있을까요? 기왕이면 수액실이 따로 마련되어있거나 공간이 분리된 전체적으로 조용한 곳이면 좋겠습니다. 소아과는 추천 안해주셔도 됩니다.. 늘 시끄러워서...기다리는 사람도 지치더라구요 ㅠㅠ + 주차가 가능해야 합니다. 대신 조금 멀어도 괜찮습니다.,120118, 43,2024.10.14
476605348,질문마곡 덮밥 맛집 요쇼쿠 주차 어디에 하나요?,마곡에 덮밥 맛집으로 유명한 요쇼쿠로 점심 식사를 할 예정인데 여기는 주차 어디에 하나요? 건물에 전용 주차장이 있나요? 주차권은 제공되는지 주차요금은 얼마인지 등 주차 정보 좀 알려주세요.,120118, 37,2024.10.14
476603635,질문발산 미소랑 치과 점심시간 있나요?,최근 잇몸이 부어올라 통증이 있어 원인이 무엇인지 치과 검진을 받으러 가려고 합니다. 12시쯤에 방문할 예정인데 혹시 발산 미소랑 치과 점심시간 있나요? 있다면 몇 시부터 몇 시까지인지 알려주세요.,120118, 34,2024.10.14
476494947,질문마곡정형외과에이스본정형외과의원공항대로 위치는?,이번에 인대가 좀 늘어나서 진료를 받아보려고 공항대로에 있는 에이스본 정형외과의원을 가려는데 정확한 위치를 알려주세요. 대략적인 치료 비용과 예약 방법 그리고 주차 가능 여부를 알려주세요. 자세한 정보 공유해주세요!,120118, 28,2024.10.11
476477954,질문서울 강서구 마포고등학교 운동장 일반인한테 개방하나요?,서울 강서구에 있는 마포고등학교 운동장 일반인이게 개방하나요?? 개방 시간 아시는분 있으면 알려주세요~,120118, 34,2024.10.11
476457960,질문그냥__.,바람이 너무 찬게 아름다워서 점점 저무는 나뭇잎이 쓸쓸해서 뭔가 너무 텅 빈 기분이고 이런게 뭐 가을 탄다는건지 분위기 잡는다는 건지 아무래도 피해망상이 너무 가득 찬거같다 다들 각자의 삶은 아름다운지 평화로운지 오늘 같이만 보내면 좋으련만 뜻대로 되는건 하나 없지 바라는건 너무 많지 나도 이젠 내가 뭘 어떡해 하고 싶은지 모르겠고 애당초 제대로 하던게 없었으니 슬퍼할 자격이 없어 그냥 아무나 내 옆에 있어주면 좋겠다 아무래도 피해망상이 가득찬거 너무 맞는거 같다,120118, 28,2024.10.10
476455922,질문674번 버스 목동파라곤 정류장 버스 구분법,목동 강서구 부근에 다니는 674번 버스에 대한 질문입니다. 출퇴근하며 목동파러곤 역에서 승하차합니다. 그런데 건너편 길이 아닌 같은 버스 정류장에서 승하차를 허는데요. 언젠가 제가 목동파라곤 정류장에서 674번 버스를 탔을 때 강서구 쪽으로 간적도 있고 정반대인 양화동 방면으로 간적도 있어서 고생한적이 있습니다. 같은 정류장에서 타는 건 맞는 거 같은데 버스 구분을 어떻게 해야하죠? 욕설 비난 해당 잘문에 대한 답변 외 신고 조치합니다.,120118, 36,2024.10.10
476438187,질문길거리에 있는 쓰레기 통에 집 쓰레기 버림?,오늘 지하철역 부근에서 김밥 사려고 기다리고 있는데 버스정류장 근처에 승용차가 서더니 한참을 있더라구요. 이상하다 싶어서 봤더니 뒷트렁크를 열고 스레기를 꺼내서 버리는데 한참을 버리더라구요. 이거 괜찮은건가요? 제 기준에서는 이해가 안되고 이게 괜찮은건가 싶은데 무단투기가 아니라서 괜찮은건가 싶어서 명확하지 않아서 물어봅니다.,120118, 106,2024.10.10
476345238,질문강서구 허준축제 무대위치가 어디쯤인가요?,공원이 너무넓은데 가수들 와서 공연하는 무대위치가 어디쯤이죠 ..?,120118, 46,2024.10.08
476311411,질문마곡 그래 한의원 진료시간이 어떻게 되나요?,최근 회사일이 바빠져 일을 많이 해서 그런지 어깨 통증이 심하여 한의원을 가려고 합니다. 제가 평일에는 방문이 어려워서 이번 공휴일이나 주말에 진료를 받으러 가려는데 마곡 그래 한의원 진료시간이 어떻게 되나요? 공휴일에 운영하시는지도 궁금합니다.,120118, 29,2024.10.07
476293440,질문방화동에 이사왔는데요. 방화대로에 무슨 공사하던데 지하...,방화동에 이사왔는데요. 방화대로에 무슨 공사하던데 지하철공사인가요? 지하철공사면 몇 년에 개통할 예정이고 지하철 이름이 뭔가요?,120118, 24,2024.10.06
476269865,질문강서구 한적한 공원,강서구 염창동 근처에 사람 없는 한적한 공원이 있을까요?,120118, 35,2024.10.06
476248137,질문비교우위 문제질문,ㅏ 어려워요ㅠㅠㅠㅠ 내공 백 드림 ㅜㅜ,120118, 26,2024.10.05
476165759,질문혹시 화곡역 근처 다이소 중에 매화조화있는 곳 있나요?,화곡역 주변 다이소중에 매화 조화 있는 곳 있나요? 그 설빙 있는 건물 쪽에는 없어서.. 홍매화 찾고 있어요!,120118, 33,2024.10.05
476192297,질문강서구 나이스파킹 김포공항 주차대행 괜찮은가요?,이번에 김포공항에 차를 가지고 갈 일이 생겼는데 혹시 강서구 나이스파킹 김포공항 주차대행 이용해 보신 분 계실까요? 주차대행 서비스를 처음 이용해 보는데 괜찮다는 평이 많아서 실제 이용한 사람의 후기가 궁금합니다.,120118, 95,2024.10.04
476182800,질문서울 강서쪽에 큰 공설운동장같은곳이 어디에 있나요,아무때나 가서 달릴수 있는곳 아시는분 알려주세요,120118, 17,2024.10.04
476148268,질문양천구민이 강서구 영등포구 도서관 정회원 될수있나요,될수있나요,120118, 27,2024.10.03
476047033,질문수명고 한서고 공항고 어떤가요?,저희학교가 내신이 빡세서 아예 다른동네인 강서구로 전학가려고 하는데요 한서고는 성취도 E가 절반이라는데 사실인가요? 수업에 다 잘정도로 분위기 많이 개판인가요? 내신은 쉽죠? 달달 외우면 점수 나온다는데 이것도 사실인가요? 공항도 아는대로 알려주시면 감사해요!! *관련정보없는데 이상한거 붙여넣기하면 차단합니다,120118, 58,2024.10.02
