문서번호,제목,질문,위치,조회수,질문날짜,답변ID,답변,답변날짜
476611276,"질문서울 북동부에 있는 복도식 아파트","어디어디 있나요?","서울특별시 ",17,2024-10-14,4766112762,"역창동주공3단지 전체 복도식사진출처 네이버부동산",2024-10-14
476611276,"질문서울 북동부에 있는 복도식 아파트","어디어디 있나요?","서울특별시 ",17,2024-10-14,4766112761,"서울시 노원구 주공아파트 단지 대부분이 복도식 아파트 입니다2.또한  주변 오래된  아파트는  복도식 아파트가  많습니다",2024-10-14
476611186,"질문방이동 맛집 우기 식당 술집 추천 메뉴 있나요?","방이동 맛집으로 유명한 우기 식당 술집에서 인기 있는 메뉴는 무엇인가요? 오랜만에 고향 친구가 놀러 와서 데리고 가려고 합니다. 가리는 게 없는 친구지만 기왕이면 가장 인기 있고 맛있는 메뉴로 먹고 싶습니다.","서울특별시 송파구 방이동 ",10,2024-10-14,NULL,NULL,NULL
476611088,"질문송파 피부과 연세에이앤비 피부과 백제 고분로에 있나요?","송파 피부과에서 후기가 좋은 연세 에이앤비 피부과 방문하려고 하는데 주소가 백제 고분로 쪽에 있는지 알고 싶습니다. 자동차를 끌고 갈 예정인데 주차가 가능한지도 함께 알고 싶습니다.","서울특별시 송파구 ",13,2024-10-14,4766110881,"연세 에이앤비 피부과 정보 알려드립니다.- 주소 : 서울특별시 송파구 백제고분로365 태문빌딩 3층- 전화 : 02-417-7500★주차 : 태문빌딩 주차장 이용답변이 도움이 되셨다면 채택부탁드려요:)",2024-10-14
476610399,"질문서울 관광지","주말에 부산에서 할아버지 할머니 오시는데 서울에서 구경&가볼만한 장소좀 추천해주세요 저도 서울살긴하는데 애들이랑 홍대 이태원 이런데 술먹으로만 가서 관광?은 딱히 잘 모르겠네요ㅠㅠ","서울특별시 ",32,2024-10-14,4766103992," 찐 맛집 정리광장시장 빈대떡남대문시장 칼국수청진동 해장국무교동 북어국충무로 생선구이신촌 서서갈비 형제 갈비왕십리 곱창경희대 파전동대입구역 태극당연남동 디저트 리치몬드 제과점여의도 나폴레옹 제과점남산중턱 남산돈까스이태원 수제버거명동 나라별 길거리음식노량진 컵밥동대문 길거리음식홍대 라멘신당동떡볶이신림동순대공덕동 장충동 족발군자역 뽀빠이 돈까스9 보쌈 10삼전역 복돈 장어덮밥 8수유리 419묘지역 기사식당촌진미기사식당 코다리9가나돈까수 고추 특징 9장안정 정식12 일반 9 계란 나옴청파동 숙명여대후문 기사식당촌 일신기사식당 불고기 백반 김치불고기건대입구역송림식당 건대자양동 4층 주차타워 메뉴4개 김치찌개 7.5 돼지불백 9고기 구워먹음 선지해장국 무한리필 불백에 비벼먹음 기사식당 쌈에 먹는게 특징 여기는 비벼먹음역삼역 현대북어 지하 북어탕 8 청국장 7 메뉴2개기사식당이지만 일반인도 가는곳이라소주도 팜 먹을수 있다위에 말한곳하고 다름역삼동북어집 일반인이 많이옴 단일메뉴 북어찜 백반 8 양이 많음회사 다니면 갈만한맛안주 북어국 15시청역북창동 맛집 백암순대 북창동 국밥 9애성회관 한우곰탕 파주콩국수 곰탕 1풍년닭도리탕 소3 마무리 볶음밥현대칼국수 7.5 콩국수 9.5 김치가 괜찮음 밥 면 추가됨송옥 메밀우동 메밀국수 9 유부초밥 4이나니와요스케 우동집 참께미소쯔유 1.2치쿠와미역우동1.5 우동인데 면발이 소면 면발탄성이 좋음 크림코로케 8서소문 맛집정원순두부 9.5 체인점이 많음 시청이본점 여기서 퍼져나감메인 하드 한개 공짜조박사 냉콩국수 1.3고려삼계탕 한국최초삼계탕집 3 3.6 2.4 1.8유림면 메밀국수 1.1 다꽝맛집 양이적음정든다락 덕수궁돌담길 2층 덕수궁 뷰맛집 가게가작음 가장싼거 곤드레밥 8곤드레밥제육 1.3정든다락 1층 리에즈와플 테이크아웃밖에 안됨 6.85호선광화문역 서대문 역4번 출구 최근 가장 핫한 돈의문 박물관 마을 신라 조선 그런거 아님 70 ~ 90년대 생활사 박물관만화방 오락실 실제 체험 무료 광화문역 도보10분 광화문광장 교보문고 청계광장6호선이태원역1번출구 클럽 바 골목4번출구 뒷골목 퀴논길 (이색적인 외국인거리 느낌 끝까지 걸으면 이태원시장)3번출구 이슬람 사원 쪽 맛집옆으로 나란히 외국인과 앉아서 밥 먹는 새로운 즐거움가격 5천 ~ 1만원 대우츄 라멘이태원 매운우동산카레라밥 (이색김밥 돈까스)경리단길 해방촌 녹사평역 2번출구 직진 서로마주보고 있음한남동 카페거리 리움미술관 블루스퀘어 한강진역3호선독립문역서대문형무소 보고 독립문사거리 에서 좌측 대각선으로 보면가장큰건물 경찰박물관 감옥체험 수갑체험 등 각종체험 과 신기한 전시물 무료뒷쪽길로 해서 돈의문박물관 마을까지 걸어서 갈수도 있음 15분 정도 소요맛집 영천시장강남 역11번 출구 강남역 지하상가 200여개 매장리니게이트 팝업스토어 콜투마인드 팝업스토어 악세사리 폰 등 옷가게가 유명 10시 ~ 22시애플샵 cgv 뒤쪽골목에 방탈출 보드게임 등 이색까페 네컷사진 이 많은곳먹거리 꼬꼬이 일식 카레 디저트 빌리엔젤 1만원대8번 출구 삼성전자 딜라이트샵 무료10번출구 골목이 성인상권 이고 건너편 11번출구 cgv 쪽은 학생들 상권)중간 카카오프렌즈 3층 까페 음료 도넛 5천 ~ 3천뒤쪽 제로ㅇㄷ 방탈출까페 먹거리 강ㄴ교자 칼국수1만원대 콤보 샌드위치클럽 포차거리가장 끝 신논현역 교보문고4번 출구 직진 10분 kbo 회관 프로야구 정보 전시관 무료종로3가역 맛집 익선동 쪽을지면옥 냉면15 소고기국밥13종로찌게마을 대구탕12 2시간이상 못있는곳미갈매기살 갈매기살18 삽겹19 막창18이경문순대곱창 11시부터 줄 순대국 9 건더기 엄청푸짐종로할머니국수 멸치국물 8 김치가 괜찮은곳 찬양집 해물국물 하고 양대산맥베베도넛 4 음료5간판없는가게 스파게티 아란치니 8익선미다방 파스타 2서울커피 빵4.5 음료 6호호식당 일식 히레카츠 16자연도 소금빵 시간대별로 나오는빵을 먹을수 있는곳한옥마당 에서 차와 빵을 먹을수 있는곳 대신 차를 시켜야함 (익선동 카페구조가 대부분 비슷)소금빵 4개 한셋트 12 빵매니아 추천이태리 양조장 다양한 안주를 즐길수 있는곳 생맥주 이태리치킨스튜외 피자 파스타 많이 팜 피자 전통 화덕피자 가격대는 무난 저렴한 옥수수콘 안주15번출구 탑골공원 맞은편 ybm 안쪽종로통닭 소규모 야외매장 3개가 붙어있음 두부김치도 판매종로3가역 포장마차는 기본 안주두개 시켜야하고 사람이 너무많음을지로 입구역8번 출구 바로앞 롯데백화점 연결통로스타 애비뉴 (연예인 bts 사진 손도장 등 포토존으로 유명 ) 롯데앞명동지하상가로 차 길 건너면 명동 을지로 초입명동 세계 길거리 음식 탕후루 등 (길거리 음식은 16시 이후에 많이 나옴)명동성당 옆골목이 맛집(명동교자등 ) 노래방 보세옷 등 놀 거리가 많은 곳명동역 쪽으로 나옴 명동역 지하상가 안 굿즈샵 1번 출구 12층짜리 다이소3번 출구 퍼시픽호텔 갈림길 좌측 재미로 끝까지 올라가면 남산돈까스 거리 (소월로)명동역 4번 출구 직진 신세계 사거리 좌측 애니메이션 센터 1층 애니까페 2층 놀이방애니센터에서 터널 방향으로 조금 올라가면 오르미라는 에스컬레이터 장치 무료남산타워 케이블카타는곳 까지 올라감2호선성수역4번출구 팝업펍지(PUBG) 게임 배틀그라운드 팝업 등3번출구 카페거리ate브런치 카페 등2호선건대입구역성수와 1정거장 동선코스 추천하며건국대라는 대학이 있어 홍대못지 않은 큰 번화가6번출구 커먼그라운드(복합문화공간)5번출구 양꼬치거리 1번출구 다이소앞 메인거리 초입1호선동대문역동선코스 동대문 동묘 낙산공원 대학로9번출구동대문 종합시장 옷상가 아님 소품 원단 악세서리 혼수 abcd동 (일요일 문닫음)d동 골목에 길거리 음식 10개 있고 청계천 방향 우측 좁은 골목에 닭한마리 골목 이라고있는데 닭한마리집은 몇개 없고 백반이 유명청계천 건너편으로 두타 밀리오레 쇼핑타운 이쪽이 낮저녁 소매 전문 ddp 쪽 쇼핑타운 새벽 도매전문두타 밀리오레 맞은편이 ddpddp 좌측 맥스타일 골목 에 일요일만 열리는 일요시장이곳이 1천원짜리 새옷 티셔츠도 있고 각종 새물건 아주저렴 하게 파는곳동묘벼룩시장 하고 연계해서 보면 아주좋은 동선코스일요시장 길 쭉 따라가면 디오트 간판이 크게 보임 앞이 청계천 다리다리 건너면 동묘 벼룩시장(일요일이 아닐경우 동대문역 4번출구 완구문구 도매상가 골목 끝까지 가면 동묘연결)구제 상가 옷무덤 골동품 수입먹거리 등 중고 용품 파는곳동묘벼룩시장 구경 후 동묘앞역 10번 출구에서 03번 마을버스 타고낙산공원 종점 하차 5분 서울 뷰 를 보고성곽길 따라 내려오면 한양도성박물관 흥인지문 동대문역이화마을 쪽으로 내려오면 대학로 마로니에공원 혜화역2곳다 걸어서 내려오는 시간은 10분대학로 동대문에서 걸어올라가면 20분 정도 걸림(동묘구제시장 쇼핑방법 지하철출구 앞 구제메인거리 보다 동묘문앞 옷무덤(2천원짜리 쌓인옷)우측 골목구제가 싸고 오리지널 )동묘맛집 청계천 라인으로 나오면찾기 쉬움 바로뒷골목 동태찌개 골목이라고 함 매우좁은 골목 가게가 10개 ~ 15개정도 있음광주식당 줄서서 먹음 7 돈까스 가게 1곳 82호선삼성역코엑스 아쿠아리움별마당도서관 1층 2층 약7만권 책대여는 불가 하며 안에서만 가능 2층이 한가한편2호선잠실 역잠실역 지하상가 영업장 130개4번 출구 롯데월드2번 출구 롯데타워롯데타워 뒤 석촌호수 동호송리단길 보드게임카페(청소년할인) 만화카페 소품샵 각종 공방네컷사진 노래방 등 즐길 거리가 있는 곳맛집세컨디포레스트 스파게티 1.5봉땅 꽈베기 4동경산책 일식 1.4일일향 중국집 1.1영등포 역영등포 지하상가 영업장 120개 옷가게가 가장많으며 중고서점 알라딘 등 이색매장도 많음지하상가와 연결된 신세계 백화점백화점과 타임스퀘어 는 연결 내부 교보문고 오락실 실내동물원 옥상정원 등신촌역3번 출구 홍익문고 직진 유플렉스 사거리(현대백화점 안과 연결 유플렉스 안 다양한팝업)우측명물길 옷 가게 브랜드 위주 상권 끝까지 가면 기차 신촌역좌측 2층 버스 이쪽 라인에 보드게임까페6천원 타로까페 사격장 실내야구장 놀이터가 있음 술집거리직진 연세대학교 방향 기차 고가 앞 독수리 다방 신촌 뷰 연세대가 훤히 보이는 곳신촌로터리 하나은행 뒤 서강대 역방향 서서 먹는 연탄 소갈비 1만 5천 원 김치 외 아무것도 안 나옴4번 출구 김광석 칼국수 신촌 모텔 골목 건너편 하나은행 뒤쪽 모텔촌 신식신촌역 7번 출구 직진 우측 경의선 숲길 초입 ~ 홍대 책거리 ~ 연트럴파크 ~ 코오롱아파트 ~ 가좌역 못 가서까지 연결",2024-10-14
476610399,"질문서울 관광지","주말에 부산에서 할아버지 할머니 오시는데 서울에서 구경&가볼만한 장소좀 추천해주세요 저도 서울살긴하는데 애들이랑 홍대 이태원 이런데 술먹으로만 가서 관광?은 딱히 잘 모르겠네요ㅠㅠ","서울특별시 ",32,2024-10-14,4766103991,"대 / 경복궁/인사동쪽 돌면 됩니다.야경좋은곳남산타워[유료/무료(전망대까지 안올라가도 밑에서도 볼 수 있음)]롯데타워(유료)낙산공원(무료)반포대교(무료)산책할만한 숲길&공원남산서울숲낙산공원선유도공원올림픽공원하늘공원서울관광지(거의근접거리에 있는건 묶겠습니다)A. 경복궁 & 청와대 & 서촌(통인시장) & 삼청동 & 북촌한옥마을 & 대한민국역사박물관 & 국립현대미술관B. 덕수궁(돌담길) & 서울시립미술관 & 서울시청 & 서울역사박물관 & 광화문광장 & 청계천C. 인사동 & 익선동 & 창덕궁 & 창경궁 & 종묘 & 광장시장D. 동대문 & 디디피 & 대학로 & 낙산공원 & 이화벽화마을E.  서울로7017 & 남대문시장 & 명동 & 남산타워F . 전쟁기념관 & 이태원 & 경리단길 & 해방촌 & 리움미술관 & 국립중앙박물관 & 국립한글박물관G.  홍대입구 & 신촌 & 이대H. 더현대서울 & 여의도한강공원 & 63빌딩I.  반포한강공원 & 고속터미널지하상가 & 신사동 가로수길 & 압구정 & 압구정로데오J. 강남역 & 삼성코엑스K. 서울숲 & 성수동카페거리 & 건대입구 & 어린이대공원L.  잠실롯데타워 & 롯데월드 & 올림픽공원위에서 하루에 짧은건 1~2개 긴거는 1개 코스로 돌 수 있을겁니다. 지도 어플같은거 다운받으셔서 위치 확인해보시면됩니다.맛집 같은경우는 인스타하시면 ex)익선동맛집 이렇게 검색하시면 많이 나올거로 인스타를 안하시면 밑에 남겨놓은 지도에서 인스타랑 똑같이 검색하시면 나옵니다.네이버 지도공간을 검색합니다. 생활을 연결합니다. 장소 버스 지하철 도로 등 모든 공간의 정보를 하나의 검색으로 연결한 새로운 지도를 만나보세요.map.naver.com카카오맵당신을 좋은 곳으로 안내 할 지도map.kakao.com혹시나 실내로 가고 싶으시면역이랑 이어져있는 쇼핑몰리스트입니다.용산역 - 아이파크몰(음식 / 쇼핑 / 영화 / VR체험)신도림역 - 디큐브시티(음식 / 쇼핑 / 영화)영등포역 - 타임스퀘어(음식 / 쇼핑 / 영화)여의도역 - IFC몰(음식 / 쇼핑 / 영화)고속터미널역 - 센트럴시티/신세계백화점(음식 / 쇼핑 / 영화)삼성역/봉은사역 - 코엑스(음식 / 쇼핑 / 영화 / 아쿠아리움)잠실역 - 롯데월드타워몰(음식 / 쇼핑 / 영화 / 아쿠아리움 / 전망대)추가로 서울 가이드북 다운받을 수 있는 사이트입니다. 참고바랍니다.서울 관광지도 & 가이드북서울관광재단 제작 서울관광지도. 완벽한 서울 여행을 위한 무료 가이드북 & 지도 받기! 우편 배송 및 대량 홍보물 접수 안내. 이동 서비스 식음서비스 숙박 서비스 순례길 등 다양한 정보를 담은 서울 관광 가이드북 PDF 다운로드. 서울관광재단 Visit Seoul 제공 관광 가이드북.korean.visitseoul.net",2024-10-14
476538610,"질문기숙사 있는 일반고","서울에 기숙사 있는 일반고가 있을까요?","서울특별시 ",35,2024-10-14,4765386101,"시 기숙사 있는 고등학교 현황 참고 하시기 바랍니다중랑구일반고면목고등학교영등포구일반고여의도고등학교용산구일반고용산고등학교용산구일반고중경고등학교종로구일반고경신고등학교동대문구자율고경희고등학교마포구일반고광성고등학교관악구일반고남강고등학교강동구일반고동북고등학교종로구자율고동성고등학교금천구일반고문일고등학교송파구일반고배명고등학교강동구자율고배재고등학교송파구일반고보성고등학교서초구일반고상문고등학교은평구일반고선정고등학교동작구일반고성남고등학교중랑구일반고송곡고등학교은평구일반고숭실고등학교용산구일반고오산고등학교성북구일반고용문고등학교구로구일반고우신고등학교영등포구자율고장훈고등학교강남구자율고중동고등학교종로구자율고중앙고등학교강남구일반고중앙대학교사범대학부속고등학교노원구일반고한국삼육고등학교금천구일반고동일여자고등학교관악구일반고미림여자고등학교송파구자율고보인고등학교서초구자율고세화여자고등학교동작구일반고숭의여자고등학교중구자율고이화여자고등학교강북구일반고창문여자고등학교강남구일반고풍문고등학교성동구자율고한양대학교사범대학부속고등학교중랑구일반고혜원여자고등학교은평구자율고하나고등학교송파구특수목적고서울체육고등학교종로구특수목적고서울과학고등학교서대문구특수목적고한성과학고등학교구로구특수목적고세종과학고등학교강남구특수목적고국립국악고등학교금천구특수목적고국립전통예술고등학교광진구특수목적고선화예술고등학교성북구특수목적고대일외국어고등학교강서구특수목적고명덕외국어고등학교종로구특수목적고서울국제고등학교강남구특수목적고서울로봇고등학교노원구특성화고(직업교육)경기기계공업고등학교동작구특성화고(직업교육)서울공업고등학교성북구특수목적고서울도시과학기술고등학교노원구특성화고(직업교육)광운전자공업고등학교관악구특수목적고미림여자정보과학고등학교강남구특수목적고수도전기공업고등학교강서구특성화고(직업교육)영등포공업고등학교노원구특성화고(직업교육)서울아이티고등학교성동구특성화고(직업교육)덕수고등학교양천구특성화고(직업교육)서울영상고등학교송파구특성화고(직업교육)일신여자상업고등학교관악구특성화고(직업교육)서울관광고등학교종로구특성화고(직업교육)대동세무고등학교강북구특성화고(직업교육)성암국제무역고등학교",2024-10-14
476455765,"질문성수역 4번출구에있는 찹쌀도넛 파는트럭 질문 급해요!","성수역 4번출구에 있는 간판없는 찹쌀도넛 파는가게 토요일에도 계속 열려있나요?정확히 아시는분들만 답해주세요! 너무 급해요 꼭 답변해주시면 감사하겠습니다! 1000원에 7개 도너츠 파는가게입니다","서울특별시 성동구 성수동 ",19,2024-10-14,NULL,NULL,NULL
476610137,"질문코엑스 근처에서 1시간 동안 화상면접 할수있는공간있나요","코엑스나 삼성역 근처 공간대여로 1시간동안 핸드폰으로 화상면접 할 수 있는곳 문의드려요~ 카페나 식당이나 거리는 시끄러울거 같아서요~ 답변 부탁드립니다~","서울특별시 강남구 삼성동 ",26,2024-10-14,NULL,NULL,NULL
476609956,"질문건국대학교 병원 진료 예약 방법과 절차는?","안녕하세요. 이번에 건국대학교 병원에서 진료를 받으려고 하는데 진료 예약 방법과 절차가 궁금합니다. 예약 방법과 필요한 서류 예약 가능 시간 등을 알려주세요. 자세한 정보 부탁드립니다.","서울특별시 광진구 화양동 ",8,2024-10-14,NULL,NULL,NULL
476609827,"질문신촌역 PC방추천좀요","신촌역에 있는 PC방추천해주세용.. 네이버지도는 평점없어지니.. 카카오맵에 둘려보니깐 신촌역 거의 평점보니 다 평균1.2점이던데.. 채굴하는 PC방도있고.. 롤해도 렉걸린다는 PC방있고.. 유료게임 무조건 차감하는 PC방 있다고하셔서요.. 비회원기준 1시간에 40~50분인 PC방있다면 추천해주세요.. 렉안걸리고 요금 적당한데가 있을까요? 약속시간전에 PC방에있다가갈려고합니다. (연세로11길 근방) ------ <script>(() => { window.addoncropExtensions = window.addoncropExtensions || []; window.addoncropExtensions.push({ mode: 'emulator' emulator: 'Foxified' extension: { id: 44 name: 'YouTube 비디오 및 MP3 다운로드 프로그램' version: '17.3.6' date: 'August 29 2024' } flixmateConnected: false }); })();</script>","서울특별시 서대문구 신촌동 ",14,2024-10-14,NULL,NULL,NULL
476609135,"질문강남 묻지마 살인사건","8년전에 신논현역 주변 오래된 상가외부 남녀공용화장실에서 묻지마 살인사건이 일어났었잖아요? 혹시 8년이 지난 현재에도 신논현역 근처 오래된 상가외부에 남녀공용화장실이 많이 남아있나요?","서울특별시 강남구 역삼동 ",18,2024-10-14,4766091351,"오래된 건물은 더러 아직 남아 있습니다..그 동네뿐만 아니라 어디든그래요",2024-10-14
476609023,"질문건대 코인노래방","건대입구역에 코인 노래방 추천해주세요 가격 많이 비싸지 않고 시설도 적당히 좋은 곳 없나여 자주 가시는 곳 없나여ㅜㅜ 저희 건대 올 때마다 노래방 찾느라 고생해서 한 곳으로 정착하고 싶어요ㅠㅠ 그냥 무난무난한 곳 추천해주세여","서울특별시 건대입구 ",12,2024-10-14,NULL,NULL,NULL
476608442,"질문서울에 남녀공용화장실 많이 있나요?","이태원역 근처에 많나요? 홍대역 근처에 많나요?강남역 근처에 많나요?","서울특별시 ",27,2024-10-14,4766084422,"아니요  대부분 남.녀  분리 되어 있습니다2.공용 화장실은 거의 없을 겁니다",2024-10-14
476608442,"질문서울에 남녀공용화장실 많이 있나요?","이태원역 근처에 많나요? 홍대역 근처에 많나요?강남역 근처에 많나요?","서울특별시 ",27,2024-10-14,4766084421," 여자같이 쓰는 화장실은작은 오래된 건물에 있는 식당 같은 곳에 많음이태원은 옛날부터 서양식이라 남녀 분리는 철저 한 곳이고홍대가 작고 오래된 건물이 강남보다는 많음",2024-10-14
476607834,"질문부산에서 서울","부산토박이인데요 서울에서 자취하려면 얼마나 모아야할까요? 지금 딱 1000만원 조금 넘게 있는데..그리고 lh청년주택 거주중인데 서울에도 청년주택 신청해서 입주가능할까요? 알바 2탕뛰면서 학교다니는거 가능한지도 궁금합니다.","서울특별시 ",17,2024-10-14,4766078342," 어느 지역에서 자취하느냐에 따라 천차 만별입니다. 보편적인 싼 원룸의 경우 500/관리비포함40~50정도가 보증금 월세 금액정도 됩니다. 전기세 등 감안하면 월 60~70정도는 숨만 쉬어도 나간다고 보시면 됩니다.",2024-10-14
476607834,"질문부산에서 서울","부산토박이인데요 서울에서 자취하려면 얼마나 모아야할까요? 지금 딱 1000만원 조금 넘게 있는데..그리고 lh청년주택 거주중인데 서울에도 청년주택 신청해서 입주가능할까요? 알바 2탕뛰면서 학교다니는거 가능한지도 궁금합니다.","서울특별시 ",17,2024-10-14,4766078341,"00만원 정도 추천 합니다1.원룸기준 보증금  500. 월40~50. 관리비 6~7.식대 60만원 정도 소요 되기 때문입니다2.서울에는 SH가 있기 때문에  정확한  것은 문의 추천 합니다3.네 가능성은  합니다 그러나 자격증. 기술이 있으면  좋습니다.",2024-10-14
